# Time [h]	Lignin [g/L]	Initial_Substrate [g/L]	Substrate [g/L]	MO_AcidoLCFA [g/L]	MO_hydroM [g/L]	Proteins [g/L]	AA [g/L]	MO_acetoM [g/L]	MO_Propionic [g/L]	MO_ButyricValeric [g/L]	MO_AcidoMS [g/L]	MO_AcidoAA [g/L]	Nitrogen [g/L]	SUM [g/L]
30.2	6.9969000593383	0	0.084904246568886	0.17037379678796	0.41378262806231	0.0016291321192376	0.00021307911337106	0.23128641550039	0.13131457219137	0.22420445507027	0.81102826735652	0.12272895898105	0.00088282119804788	9.1892484322877
30.48	6.9971801179865	0	0.084430117328109	0.17039105556514	0.41387501980889	0.0016317044319309	0.00021298078231899	0.23130486331813	0.13130143268906	0.22416873296254	0.81096074084601	0.12271409934565	0.0008886193490944	9.1890594844133
30.872	6.9975695779867	0	0.083770784478231	0.17041363517009	0.41400374255186	0.0016331221164146	0.00021239351688085	0.23133062614899	0.1312832031327	0.22411885162619	0.81086659281955	0.12269336147829	0.00089741229501826	9.1887933033209
31	6.997696091178	0	0.083556607272632	0.17042063282208	0.41404556756747	0.0016331142808722	0.00021210122230102	0.23133901297471	0.1312772823884	0.22410258759797	0.81083589633881	0.122686600013	0.00090043543019951	9.1887059290864
31.2	6.9978931217022	0	0.083223051639478	0.17043118322938	0.41411066456388	0.001632666449201	0.00021147939718074	0.23135207615795	0.1312680561879	0.22407719251208	0.81078794576767	0.12267604089843	0.00090536123151811	9.1885688397368
31.48	6.9981676454042	0	0.082758310759376	0.17044518822592	0.41420124693804	0.0016312239582592	0.00021056605175936	0.23137028089838	0.13125518495125	0.22404167087821	0.81072082338081	0.12266126742673	0.00091261799356408	9.1883760268665
31.872	6.9985494074769	0	0.082112033550904	0.17046334362457	0.41432689557485	0.0016277978416218	0.0002089479890202	0.23139559093161	0.13123723513734	0.22399198581899	0.81062674307217	0.12264058916124	0.00092338677225709	9.1881039569515
32	6.9986734200253	0	0.081902097307928	0.17046892632327	0.41436759671759	0.001626376886384	0.00020834812268749	0.23140380118956	0.13123138407642	0.22397576700995	0.81059595915153	0.12263383361931	0.00092703197895526	9.1880145424089
32.2	6.9988665558878	0	0.081575146473964	0.17047729428375	0.41443082403806	0.001623877421765	0.00020728276266995	0.2314165589854	0.13122224599382	0.22395042461443	0.81054776935834	0.12262327098591	0.00093290530352094	9.1878741561094
32.48	6.9991356527813	0	0.081119608020445	0.17048829783802	0.4145185716054	0.0016198566205457	0.0002058011363535	0.23143427475999	0.13120945781494	0.22391494215089	0.8104801181683	0.12260846824806	0.00094143479514393	9.1876764839394
32.872	6.9995098674763	0	0.080486127881876	0.17050234619422	0.41463986618434	0.0016133312382176	0.00020350513478152	0.23145877947332	0.13119155149864	0.22386525030409	0.8103849616075	0.12258770636048	0.00095387269437236	9.1873971660481
33	6.9996314282642	0	0.080280348616162	0.17050660875534	0.41467906211443	0.0016110089667098	0.00020270950709185	0.23146669826172	0.13118569851716	0.22384901584685	0.81035375453691	0.12258091434364	0.00095803154147759	9.1873052792717
33.2	6.99982074563	0	0.079959871782727	0.17051293398268	0.41473985871298	0.0016072038878048	0.00020136784120245	0.23147897206143	0.13117654202394	0.22382363629915	0.81030483661213	0.12257028611821	0.000964676615727	9.187160931568
33.48	7.000084521905	0	0.079513353512516	0.17052111551692	0.41482405444959	0.0016015482696037	0.00019954322025424	0.23149595320408	0.13116369852103	0.22378807769861	0.81023604050295	0.12255537534527	0.00097422126380961	9.1869575034097
33.872	7.0004513370269	0	0.078892417008167	0.1705312796607	0.41494011543898	0.0015930692212864	0.00019685708241133	0.23151932241182	0.13114566215019	0.2237382368997	0.81013906498468	0.12253443408715	0.00098795121748164	9.1866697471895
34	7.000570494056	0	0.078690712399432	0.1705342884345	0.41497754643281	0.0015901816703813	0.00019595332161655	0.23152684595904	0.13113975519897	0.22372194468101	0.81010721818856	0.12252757750865	0.00099249915694628	9.1865750170079
34.2	7.0007560677264	0	0.0783765813619	0.17053867494486	0.41503555394412	0.0015855607383327	0.0001945261081245	0.23153848741697	0.13113050597935	0.22369646870705	0.81005726875711	0.12251684441216	0.00099968891746553	9.1864262290139
34.48	7.0010146276883	0	0.077938904646929	0.17054417644355	0.415115754317	0.0015788895951683	0.00019250008750907	0.23155454293207	0.13111751322179	0.22366075984986	0.80998694333542	0.12250177621248	0.0010099224576858	9.1862163107878
34.872	7.0013741883442	0	0.077330263370453	0.17055063518151	0.41522603230706	0.0015692086193568	0.00018962294365328	0.23157652141391	0.13109922811456	0.22361067724807	0.80988767992834	0.12248059445252	0.0010245222182812	9.1859191741419
35	7.0014909887405	0	0.077132552730075	0.17055244437924	0.41526153707245	0.0015659762425288	0.0001886728416232	0.23158357016344	0.13109323157183	0.22359429966588	0.8098550571426	0.12247365536409	0.0010293278783957	9.1858213137927
35.2	7.001672892091	0	0.076824641824475	0.17055496105747	0.41531648018281	0.0015608607056197	0.00018712988470458	0.23159444086556	0.13108383209422	0.22356868211959	0.8098038586199	0.12246278818781	0.0010369234274931	9.1856674910606
35.48	7.0019263379383	0	0.076395631577358	0.17055785845922	0.41539232194364	0.0015535801395916	0.00018507458476018	0.23160937320197	0.13107061314597	0.22353276344659	0.80973174164301	0.12244752579727	0.0010476741512539	9.185450496029
35.872	7.002278786388	0	0.075799042047817	0.17056071223993	0.41549641570248	0.0015431899817577	0.00018217476267218	0.2316297217714	0.13105198957463	0.22348237220566	0.80962989938774	0.12242606305296	0.0010628527130819	9.1851432198282
36	7.0023932763719	0	0.075605246285826	0.170561353458	0.41552988244342	0.0015397572288193	0.0001812243452245	0.2316362252302	0.13104587767189	0.22346589044802	0.80959641812519	0.12241903007082	0.0010678164303465	9.1850419981096
36.2	7.0025715814411	0	0.075303432339283	0.1705620606732	0.41558164453678	0.0015343575281889	0.00017974617553968	0.23164624054354	0.13103629582502	0.2234401092187	0.80954387318716	0.1224080156959	0.0010755986050831	9.1848829557695
36.48	7.0028200136523	0	0.07488291694376	0.17056245109606	0.41565301011239	0.0015267334586185	0.00017768976134134	0.23165995794503	0.13102281418748	0.22340395613227	0.80946983778908	0.12239254331471	0.001086544288625	9.1846584686817
36.872	7.0031654896135	0	0.074298140507689	0.1705618310098	0.41575077071562	0.0015159565677843	0.00017484052432559	0.23167855476343	0.13100380473751	0.22335322300027	0.80936525316495	0.12237077825529	0.0011019192018321	9.184340562062
37	7.0032777145645	0	0.074108182101437	0.17056134640439	0.41578215854205	0.0015124179146446	0.00017391473570483	0.23168447569716	0.13099756320832	0.22333662701587	0.80933086673003	0.12236364509389	0.0011069275489863	9.184235839557
37.2	7.0034524919998	0	0.073812344381016	0.17056029857765	0.41583064651192	0.0015068716345707	0.00017243302735017	0.23169356316793	0.13098777340878	0.22331066303964	0.80927689051955	0.12235247162047	0.0011147847246963	9.1840712326134
37.48	7.0036960089569	0	0.073400155620632	0.17055824498748	0.41589741129344	0.0014990778112307	0.00017047218582243	0.23170595883523	0.13097399376207	0.22327424954242	0.80920084202541	0.12233677452557	0.0011257967675835	9.1838389863138
37.872	7.0040346493531	0	0.072826958353238	0.17055424375273	0.41598873733624	0.0014881246713108	0.0001677511083106	0.23172268611696	0.13095456066126	0.22322314872783	0.80909342608969	0.12231469333782	0.0011411518314565	9.18351013134
38	7.0041446537629	0	0.072640761315613	0.17055266478001	0.41601802534812	0.0014845417384445	0.00016686889256804	0.23172799237594	0.13094817933106	0.22320643185597	0.80905811135203	0.12230745646423	0.0011461315210588	9.1834018187379
38.2	7.0043159728891	0	0.072350781480722	0.17054991808959	0.41606323700425	0.0014789385643891	0.00016546346434422	0.231736116674	0.13093816999689	0.22318027844298	0.80900268256369	0.1222961206531	0.0011539184596568	9.1832315982827
38.48	7.0045546712476	0	0.07194675447248	0.17054550863922	0.4161254237072	0.0014710881434335	0.00016360210144209	0.23174715831181	0.13092408069527	0.22314359839599	0.80892459467072	0.12228019550256	0.0011647881717588	9.1829914640595
38.872	7.0048866105037	0	0.071384907084622	0.17053825339194	0.41621035998205	0.0014600956347769	0.00016103022862065	0.23176198040981	0.13090420989789	0.22309212188506	0.80881431566325	0.12225779373962	0.001179870886551	9.1826515493079
39	7.0049944380416	0	0.07120239693403	0.17053562267361	0.41623756770277	0.0014565084451488	0.00016019882957008	0.23176666293389	0.13089768484004	0.22307528188392	0.80877806510224	0.12225045199426	0.0011847467472019	9.1825396261283
39.2	7.005162366876	0	0.070918158988461	0.17053124466293	0.41627953807342	0.0014509065772956	0.00015887764409933	0.23177381232444	0.13088745045967	0.22304893591502	0.8087211745766	0.12223895232363	0.0011923534918972	9.1823637719134
39.48	7.0053963414206	0	0.070522132115748	0.17052457619996	0.41633720634513	0.0014430728869603	0.00015712945490749	0.23178348907125	0.13087304523823	0.2230119859645	0.80864104045071	0.12222279771524	0.0012029388404769	9.1821157557037
39.872	7.0057217113854	0	0.069971409860785	0.17051420783028	0.41641585765459	0.0014321295144942	0.00015472015683127	0.23179640248928	0.13085273094125	0.22296013121168	0.80852789936338	0.12220007481865	0.0012175690634893	9.1817648442901
40	7.0058274048885	0	0.069792513591011	0.17051057273632	0.41644102407708	0.0014285638972205	0.00015394277108644	0.23180046286324	0.13084606091718	0.22294316771897	0.80849071549033	0.12219262831491	0.0012222865732378	9.1816493438391
