# Time [h]	MS [g]	Lignin [g]	Butyric [g]	Initial_Substrate [g]	Carbohydrates [g]	Substrate [g]	MO_AcidoLCFA [g]	MO_hydroM [g]	Proteins [g]	AA [g]	MO_acetoM [g]	Propionic [g]	Carbondioxide [g]	Carbondioxide_gas [g]	Carbondioxide_sum [g]	MO_Propionic [g]	MO_ButyricValeric [g]	Valeric [g]	LCFA [g]	MO_AcidoMS [g]	Methane [g]	Methane_gas [g]	Methane_sum [g]	Hydrogen [g]	Hydrogen_gas [g]	Hydrogen_sum [g]	Lipids [g]	MO_AcidoAA [g]	Acetic [g]
10.48	0.15843001854015	4015.7387501071	0.040948407748315	0	3.4721340276978	70.657003342577	50.362492292305	123.50385281505	0.69566728829683	0.067363098117549	69.578856919073	0.11791397639305	2.1346485157127	0.51969367397839	2.6543421896911	40.139461912411	68.720241932595	0.010833744193101	9.4485553919656	247.79193323294	0.56242149639021	1.8976108622541	2.4600323586443	2.1940365261947e-06	1.0767537819201e-05	1.2961574345396e-05	0.46204807255932	37.539034781942	1.3421349503224
10.872	0.16856022120164	4015.8665065706	0.04302033287344	0	3.2810064765965	70.10522870155	50.414108720524	123.57519714177	0.6298004602582	0.068878195731399	69.594108289789	0.12442026881699	2.0347422663982	0.49874629469693	2.5334885610952	40.132748825922	68.704930750246	0.011074922952826	9.2291719078538	247.75567133473	0.53132134087441	1.8831325433367	2.4144538842111	2.2462661735789e-06	1.0898917433908e-05	1.3145183607487e-05	0.4082912752779	37.535124486449	1.3985042359878
11	0.17119525939593	4015.9080055265	0.043638887692233	0	3.2243454629399	69.925990196709	50.429454327448	123.59658104044	0.61040319039802	0.069171883053397	69.598535216086	0.12644641334984	2.0093136249153	0.49290558464879	2.5022192095641	40.130485080698	68.699837356548	0.011140157591912	9.1619837354001	247.74336343374	0.52321737926457	1.883009261601	2.4062266408655	2.2604729587927e-06	1.093329860678e-05	1.3193771565573e-05	0.39248762165397	37.53369500175	1.4168298775357
11.2	0.1749652118045	4015.9726324597	0.044523685974118	0	3.1411484948477	69.646847483084	50.452067380846	123.62822782109	0.58205349530403	0.069435518195842	69.604938957791	0.129447460514	1.9826221890737	0.49058201309818	2.4732042021719	40.126880189226	68.691791165716	0.011221661652759	9.0597419626595	247.72366819456	0.52037666543656	2.0190805609752	2.5394572264118	2.2805163707065e-06	1.09762688201e-05	1.3256785190806e-05	0.36941812070893	37.531318683239	1.4451571889044
11.48	0.17893172824219	4016.0626722821	0.04558402286601	0	3.0347116602266	69.25791983994	50.481443349626	123.66956360752	0.54604751931428	0.069340348380056	69.613091930076	0.13328047903033	1.9268593364897	0.46769663201362	2.3945559685033	40.121726915177	68.680380834512	0.011291293507995	8.9247281433193	247.6952842122	0.50525505705625	1.9029250176885	2.4081800747448	2.3020401131893e-06	1.1021649966737e-05	1.3323690079926e-05	0.34017443082042	37.527735627906	1.4838776372452
11.872	0.18167027326365	4016.1878767696	0.0465606763518	0	2.9031482501902	68.717070114427	50.519247098343	123.72297042026	0.50203816965039	0.06823537274538	69.62342020106	0.13743622957864	1.8800732765117	0.45870241521527	2.338775691727	40.114364329099	68.664181856155	0.011268265554054	8.7443082074147	247.6541545651	0.49001942900841	1.889177296993	2.3791967260014	2.3166507596035e-06	1.1032739436054e-05	1.3349390195657e-05	0.30453724551435	37.522282267817	1.5323246454748
12	0.18198185237036	4016.2285480989	0.046751210905421	0	2.8639789283928	68.541380593473	50.530997522699	123.73955397876	0.48905678342507	0.067689695184943	69.626616704171	0.13845610111769	1.869086408494	0.45625569200422	2.3253421004982	40.111931717608	68.658844331725	0.011231541876791	8.6867620947431	247.6404137526	0.48645255603016	1.8888234239985	2.3752759800287	2.317945162636e-06	1.1021960449815e-05	1.3339905612451e-05	0.29405173171757	37.52040393072	1.5461846513981
12.2	0.1819684524675	4016.2918878773	0.046911945233012	0	2.8062957961133	68.267765009143	50.548854529538	123.76470705256	0.47006256725882	0.066654246934603	69.631462383955	0.13967545765647	1.8636006411165	0.4594978299173	2.3230984710338	40.108104255541	68.650459128559	0.01114290154152	8.5965950880956	247.61864460611	0.48960160710372	2.0156455258658	2.5052471329695	2.3164584302573e-06	1.0982523532694e-05	1.3298981962952e-05	0.27873643334779	37.517377414779	1.5655290850755
12.48	0.18119285400166	4016.3801370759	0.046922003803138	0	2.7321614993931	67.886538273576	50.573018857877	123.79857680949	0.44589556022886	0.064966658759093	69.638014083528	0.14077333557238	1.8343700522796	0.44349051222601	2.2778605645056	40.102696859416	68.638632584515	0.010970872493092	8.4738163814931	247.58759758953	0.48225964896276	1.9060436087165	2.3883032576793	2.3091369976223e-06	1.0915787542088e-05	1.322492453971e-05	0.25930421171055	37.51296391061	1.5889097927996
12.872	0.17896227749604	4016.5028552307	0.046549093849508	0	2.6398872130007	67.356397513035	50.605606564331	123.84378795572	0.41627469197141	0.062286465539745	69.646857460486	0.14112373943559	1.8145270664146	0.44075907227828	2.2552861386929	40.095035660466	68.621911433279	0.010647392891012	8.3039089157482	247.54309553546	0.47483584149972	1.8925584999246	2.3673943414243	2.2901618141146e-06	1.0793969161298e-05	1.3084130975412e-05	0.23558918555861	37.506464702306	1.6132729667648
13	0.17806788905348	4016.5427191027	0.046356483683535	0	2.6122592026124	67.184186771958	50.616013125567	123.85807905779	0.40751721936882	0.061382694504534	69.64968047483	0.1409978326898	1.8105401268937	0.44004784709828	2.250587973992	40.09251086495	68.616411235143	0.010528126350281	8.2487196319742	247.52832616015	0.47314328099619	1.8919988379077	2.3651421189039	2.2825114890195e-06	1.074818070748e-05	1.30306921965e-05	0.22860302017237	37.50426901537	1.6193033367963
13.2	0.176505113023	4016.6048018603	0.045982755906592	0	2.5714142541697	66.915988964377	50.632068155876	123.87997183325	0.39468264864341	0.059939140467683	69.654031338512	0.14054635718599	1.8155400407914	0.44647190836817	2.2620119491596	40.088542479063	68.607777647099	0.010327891091229	8.1613519984933	247.5050216018	0.47842298523178	2.014533045316	2.4929560305478	2.2688897229993e-06	1.0660613095372e-05	1.2929502818371e-05	0.21839018668417	37.500768574072	1.6265176364505
13.48	0.17421396186425	4016.6913004502	0.045386936970831	0	2.5186059111543	66.542310758237	50.65418669158	123.90979501673	0.37831130289393	0.05795329342031	69.660012340488	0.13961145158677	1.7981042864084	0.43350554342181	2.2316098298302	40.082938837662	68.595611734718	0.010037559672822	8.041236498268	247.47195849321	0.4735084806413	1.9074509414209	2.3809594220622	2.2483885917142e-06	1.0543817796303e-05	1.2792206388017e-05	0.2054145281312	37.49573361765	1.6338177712071
13.872	0.17082204173286	4016.8115853776	0.044430327231087	0	2.4522843631497	66.022667064791	50.684577882708	123.95009909519	0.35816657890069	0.055261662776643	69.668189841669	0.13775084138954	1.7892934613193	0.43353707543851	2.2228305367578	40.07499979662	68.578430935204	0.0096186940302966	7.8734485248166	247.42488072113	0.46816238997469	1.8937702585617	2.3619326485364	2.2172032834593e-06	1.0377943935923e-05	1.2595147219382e-05	0.18954572873615	37.488443188262	1.6381328604365
