# Time [h]	MS [g/L]	AA [g/L]	Butyric [g/L]	MO_AcidoLCFA [g/L]	MO_ButyricValeric [g/L]	Propionic [g/L]	Carbondioxide [g/L]	MO_hydroM [g/L]	Valeric [g/L]	MO_acetoM [g/L]	LCFA [g/L]	MO_AcidoMS [g/L]	Methane [g/L]	MO_AcidoAA [g/L]	MO_Propionic [g/L]	Hydrogen [g/L]	Acetic [g/L]	Nitrogen [g/L]	NH4N [g/L]
35.48	-8.6290629541084e-40	2.5265687457808e-68	5.9262908881211e-08	1.3297215757723	1.8990630747783	3.4629518991886e-07	0.045099699387044	3.0998205240801	9.4474418889339e-09	1.8732937670393	1.4947337276866e-08	6.795395026382	0.008880855222083	0.98935925712839	1.099541686672	1.2538874765439e-12	0.005474172124945	0.0020707300149464	0.0020707300048585
35.872	1.5456704228852e-39	9.1496215708511e-69	1.069403761615e-08	1.3292890083479	1.8984453027583	1.0087738335287e-07	0.045175809944706	3.0988121808693	1.5937957284551e-09	1.8729096656437	1.3707039529301e-08	6.7931844371633	0.008798504028505	0.98903741168523	1.099184014603	3.5100482458154e-13	0.0054743334239835	0.0020701016060366	0.0020701015959517
36	4.7681566301528e-40	6.4587932079326e-69	5.8535877431587e-09	1.3291477923119	1.898243623345	6.5614028117765e-08	0.045229714125882	3.0984829875864	8.5135619646293e-10	1.8727842515054	1.3324985934542e-08	6.7924627678534	0.0087830266430751	0.98893234197038	1.0990672458888	2.2709358918529e-13	0.0054744626357108	0.0020698986400178	0.0020698986299339
36.2	3.2411578502095e-39	3.7549846382812e-69	2.0062999203707e-07	1.3289271722843	1.8979285579693	8.0919801999694e-07	0.045288549055866	3.0979687589766	3.3655187860986e-08	1.8725883368345	1.2698483816747e-08	6.7913353130422	0.0089586041223667	0.98876819288727	1.0988848394929	3.0718595842242e-12	0.0054749221786074	0.0020695645862594	0.0020695645761771
36.48	1.6503694294344e-39	1.7874254563705e-69	5.7188083402825e-08	1.3286183657569	1.8974875498897	3.3175138254775e-07	0.045063883474675	3.0972489784758	9.1347578789055e-09	1.8723140756547	1.1937357354386e-08	6.7897571907063	0.0088802103744241	0.98853842994523	1.098629520914	1.2014345370047e-12	0.0054746364714121	0.002069096010798	0.002069096000718
36.872	8.4752331618321e-40	6.4812860924059e-70	1.0337938993182e-08	1.3281861571547	1.896870290175	9.6783879085751e-08	0.045140058948283	3.096241469683	1.5438978951927e-09	1.8719301085603	1.0952539764532e-08	6.7875484355192	0.008797922178379	0.98821685152351	1.0982721448802	3.3609308920299e-13	0.0054748920428695	0.0020684652127093	0.0020684652026323
37	3.2371859098924e-40	4.5773282104029e-70	5.6623201875469e-09	1.328045058261	1.896668778061	6.2984333741634e-08	0.045193945112862	3.0959125492019	8.2525475555338e-10	1.8718047390056	1.0649048571216e-08	6.7868273649476	0.0087824569074665	0.98811186898052	1.0981554729407	2.1724952908841e-13	0.0054750354865995	0.0020682614227276	0.0020682614126517
37.2	-9.6001762293523e-42	2.6643528276956e-70	1.5771893104227e-07	1.3278246212444	1.8963539705285	6.3830721442822e-07	0.045252437542525	3.0953987315239	2.6480142093092e-08	1.8716088773056	1.0154387860515e-08	6.7857008455369	0.0089579058964601	0.98794785608482	1.09797321309	2.4219520082749e-12	0.0054746167627454	0.0020679309339366	0.0020679309238623
37.48	-4.6078844467878e-40	1.2697358763545e-70	4.5014187145471e-08	1.3275160708836	1.8959133242471	2.6191030637676e-07	0.045027938682938	3.0946795262577	7.1968780127823e-09	1.8713346890649	9.5492666882549e-09	6.7841240325013	0.0088795801614649	0.98771828376721	1.0977180994688	9.4821580472381e-13	0.0054748717213728	0.0020674674301139	0.0020674674200418
37.872	5.9769325647469e-40	4.6101167558457e-71	8.1515415458652e-09	1.3270842208189	1.8952965753208	7.6500921144184e-08	0.045104039115824	3.0936728432037	1.2185992973439e-09	1.8709508473932	8.765708136037e-09	6.781917109824	0.0087973571523253	0.98739697214537	1.0973610165951	2.656543143696e-13	0.0054754072965199	0.0020668363993981	0.0020668363893291
38	1.5534552802936e-40	3.2573637683115e-71	4.4676360515667e-09	1.3269432389743	1.8950952302598	4.9807394388291e-08	0.045157890755135	3.093344194199	6.5180633051315e-10	1.8708255212266	8.5241396127072e-09	6.7811966374938	0.0087819033446031	0.98729207670191	1.0972444409745	1.7181543691236e-13	0.0054755902402904	0.002066631819623	0.002066631809555
38.2	-5.6949037274612e-41	1.8978055341161e-71	1.3663313357452e-07	1.3267229848229	1.8947806821117	5.4887001274461e-07	0.045216165494893	3.0928307940534	2.2968030860068e-08	1.8706297198588	8.1312283759944e-09	6.780071052708	0.008957215351408	0.98712819988068	1.0970623296155	2.0851151403619e-12	0.0054747358262906	0.0020663021843465	0.0020663021742801
38.48	-5.6716006930004e-40	9.0537713099343e-72	3.9046232657756e-08	1.3264146904241	1.8943403994084	2.2547246941144e-07	0.044991999489	3.092112174108	6.2506803682612e-09	1.8703556165528	7.6492330039443e-09	6.7784955478865	0.008878948774107	0.98689881802939	1.0968074240588	8.1688906770379e-13	0.0054752850930821	0.0020658397063352	0.0020658396962711
38.872	-5.9009887923942e-40	3.2914763656849e-72	7.0832712049983e-09	1.3259831986094	1.8937241615199	6.5954193029029e-08	0.045068133057328	3.0911063209749	1.0603317351948e-09	1.8699719064971	7.0247354645155e-09	6.7762904561987	0.0087967877213277	0.98657777298608	1.0964506356962	2.2896980426136e-13	0.0054759689504068	0.002065206621657	0.0020652066115959
39	-3.0053018918054e-40	2.3267400364829e-72	3.8846351723077e-09	1.3258423337199	1.8935229834399	4.2962951230562e-08	0.045121966197175	3.0907779438947	5.6752949903903e-10	1.8698466246109	6.8321314933568e-09	6.7755705816137	0.0087813451611795	0.9864729645699	1.0963341565426	1.4808031201163e-13	0.0054761723114499	0.0020650010958213	0.0020650010857613
39.2	-9.4182361621804e-41	1.3568712901237e-72	1.1792215310113e-07	1.3256222622865	1.893208694687	4.7137894144955e-07	0.045180050425605	3.0902649623268	1.9838959067651e-08	1.8696508855818	6.5195916923365e-09	6.7744459306773	0.0089565215702134	0.98630922371024	1.0961521940006	1.7921599786963e-12	0.0054749433077812	0.0020646720249446	0.0020646720148862
39.48	1.1486149577024e-39	6.4799522571448e-73	3.3742430320013e-08	1.3253142236435	1.8927687754859	1.9384858841729e-07	0.044956234506767	3.0895469287051	5.406326868502e-09	1.8693768695521	6.1350399903049e-09	6.7728717329847	0.0088783145245271	0.98608003216725	1.0958974968164	7.0262020225769e-13	0.0054757356718381	0.0020642104089158	0.0020642103988596
39.872	1.2196588004339e-39	2.3588199599007e-73	6.1319088418319e-09	1.3248830897895	1.8921530482839	5.6783142084537e-08	0.045032397573141	3.0885419054946	9.1878635340451e-10	1.8689932922846	5.6365138721389e-09	6.7706684707673	0.0087962157110223	0.98575925348131	1.0955410029516	1.9705872079566e-13	0.0054765422726439	0.0020635756085388	0.0020635755984857
40	3.2633471708176e-40	1.6682241369416e-73	3.3650415308252e-09	1.3247423417605	1.891952037054	3.700744025411e-08	0.04508620778466	3.0882138002103	4.9209648849871e-10	1.8688680548488	5.4827068671498e-09	6.7699491934315	0.0087807845269201	0.9856545320202	1.0954246202178	1.2744344727443e-13	0.0054767624879722	0.0020633692906398	0.0020633692805877
