# Time [h]	MS [g]	AA [g]	Butyric [g]	MO_AcidoLCFA [g]	MO_ButyricValeric [g]	Propionic [g]	Carbondioxide [g]	Carbondioxide_gas [g]	Carbondioxide_sum [g]	MO_hydroM [g]	Valeric [g]	MO_acetoM [g]	LCFA [g]	MO_AcidoMS [g]	Methane [g]	Methane_gas [g]	Methane_sum [g]	MO_AcidoAA [g]	MO_Propionic [g]	Hydrogen [g]	Hydrogen_gas [g]	Hydrogen_sum [g]	Acetic [g]
16.872	1.6277715804872e-38	4.3336245523681e-45	1.6598918519244e-07	46.589410854386	66.537401593573	1.5520489573134e-06	1.5815992085597	0.39044630745905	1.9720455160187	108.60819147366	2.8076518423481e-08	65.259825614927	4.9971017560574e-05	238.09009184037	0.30383814987292	1.876341155307	2.18017930518	34.664156462747	38.524573119529	2.5455729665829e-11	4.7695725693173e-10	5.0241298659755e-10	0.18688663698845
17	2.2663784983269e-39	3.0244420655939e-45	8.9505203700981e-08	46.584461885204	66.530333047793	9.9942639631666e-07	1.5834620699003	0.39138846475058	1.9748505346509	108.59665403076	1.4765912636477e-08	65.255464354585	4.8249509300636e-05	238.06479850097	0.30330447201425	1.8754666471174	2.1787711191317	34.660473939571	38.520480524421	2.2817677606881e-11	3.1506584154022e-10	3.378835191471e-10	0.18702094762593
17.2	1.7272906490917e-39	1.7307724935158e-45	3.1249596037369e-06	46.576730141368	66.519290205755	1.2216092828257e-05	1.5855365771057	0.3917502336194	1.9772868107251	108.5786302323	5.7605658646696e-07	65.248651384057	4.5610093615882e-05	238.02528303755	0.30946248632855	1.9861868749075	2.2956493612361	34.654720780308	38.514087022874	6.5046566800966e-11	3.9564989328518e-09	4.0215454996528e-09	0.18717682288204
17.48	-4.7236012041829e-38	8.0601372721055e-46	8.6525765895682e-07	46.565907794845	66.503833229332	4.9221185006567e-06	1.5774880629936	0.38638686102759	1.9638749240212	108.55340180592	1.5171137270739e-07	65.23911521249	4.2266370689287e-05	237.969972408	0.30673663975461	1.8896890095931	2.1964256493477	34.64666796166	38.50513789033	3.4854197394089e-11	1.512273589169e-09	1.5471277865631e-09	0.18740784531958
17.872	-1.091915460025e-37	2.8389121247114e-46	1.5042565915786e-07	46.550760626428	66.482199164425	1.4003980918038e-06	1.5801068053978	0.39005491928424	1.970161724682	108.51809024851	2.4616887321161e-08	65.225768050495	3.8023116731605e-05	237.89255911942	0.30387201732651	1.8764861253503	2.1803581426768	34.635397159302	38.492612137737	2.0122395285016e-11	4.2146202034222e-10	4.4158441562724e-10	0.18767200434816
18	-2.3788063775274e-38	1.9845974118005e-46	8.1268472241817e-08	46.545815654993	66.475136482032	9.0285134586789e-07	1.5819993435667	0.39100555712711	1.9730049006938	108.50656227312	1.2972209338814e-08	65.22141064601	3.6735535643621e-05	237.86728676485	0.30333462654077	1.8756085235577	2.1789431500985	34.631717691362	38.488522934295	1.7852947196685e-11	2.7603552991388e-10	2.9388847711057e-10	0.1877456361962
18.2	-1.8290726875293e-39	1.1385419876413e-46	2.7805741740231e-06	46.538090165416	66.464102769989	1.0872454437243e-05	1.5841249599479	0.39138774618516	1.975512706133	108.48855315479	4.9948402018838e-07	65.21460321086	3.4756495145261e-05	237.82780408576	0.3094807799215	1.9862167615372	2.2956975414587	34.625969305255	38.482134696321	5.5511430129816e-11	3.5120630251782e-09	3.567574455308e-09	0.18780812694817
18.48	4.7717351217613e-38	5.3177823362392e-47	7.7247115568363e-07	46.52727658952	66.448658582466	4.3876108329113e-06	1.5761431048214	0.38604725557289	1.9621903603943	108.46334530079	1.3200196141589e-07	65.205074138875	3.2249258402044e-05	237.77253934512	0.30674984980311	1.8897990783996	2.1965489282027	34.617923167692	38.473192932919	2.8878941141412e-11	1.3413070152666e-09	1.370185956408e-09	0.18794026348532
18.872	-1.6166490101165e-36	1.8794388004479e-47	1.3485730198334e-07	46.512141725388	66.427042455613	1.2511693314678e-06	1.5788096484105	0.38972560155545	1.9685352499659	108.42806273327	2.1512972741313e-08	65.191736045885	2.9061449479671e-05	237.6951902831	0.30387943281011	1.8766030873736	2.1804825201838	34.606661716247	38.460677546193	1.6000367531168e-11	3.7065731406966e-10	3.8665768160083e-10	0.18809007493252
19	-5.9158191162436e-37	1.3152873418943e-47	7.2952344823286e-08	46.507200777267	66.419985631779	8.0728702823596e-07	1.5807125194232	0.39067914283382	1.971391662257	108.41654424283	1.1351874575755e-08	65.187381404403	2.8092783265635e-05	237.66993889594	0.30334019492159	1.8757246608313	2.1790648557529	34.602985301007	38.456591731714	1.4048191717578e-11	2.4113307204116e-10	2.5518126375874e-10	0.18813166361918
