# Time [h]	MS [g/L]	AA [g/L]	Butyric [g/L]	MO_AcidoLCFA [g/L]	MO_Acetic [g/L]	MO_hydroM [g/L]	Propionic [g/L]	Carbondioxide [g/L]	MO_Propionic [g/L]	MO_acetoM [g/L]	MO_ButyricValeric [g/L]	LCFA [g/L]	MO_AcidoMS [g/L]	Methane [g/L]	MO_AcidoAA [g/L]	Valeric [g/L]	Hydrogen [g/L]	Acetic [g/L]	Nitrogen [g/L]	NH4N [g/L]
14.872	8.1013285600015e-05	5.104864217389e-05	0.00011112141718671	1.4664373358495	1.0384157424584	3.3402723332445	0.00059728706950561	0.043722214120241	1.1281439038358	1.9250262331915	1.9398074160739	0.10098477617714	6.9279844855968	0.011344868972053	1.0103901585714	2.6891136909972e-05	3.3506362115883e-08	0.021463490352229	0.00093481814225831	0.00093481813770738
15	8.0811943004037e-05	5.0730983557589e-05	0.00011032078678219	1.4666629439188	1.0383457715204	3.3404035390928	0.00059187500431341	0.04382903879491	1.1280353350937	1.9250089630757	1.9396078960924	0.099902939903744	6.9272566123486	0.011319272320859	1.0102849913201	2.6613619902252e-05	3.3315307024524e-08	0.021355621198169	0.00093870446766572	0.00093870446309586
15.2	7.4275196027301e-05	4.611417921745e-05	0.00010424323011985	1.4670127555235	1.0382362397529	3.3406036206902	0.00056410723859721	0.044178115302627	1.1278652416686	1.9249809993891	1.9392958299952	0.097852600573953	6.9261187854405	0.011471177373855	1.0101204982003	2.4656497396777e-05	3.285506000677e-08	0.021132871154562	0.00094486059262086	0.00094486058802101
15.48	7.2516332966007e-05	4.3382246452158e-05	9.9320726724996e-05	1.4674966594648	1.0380824305532	3.3408734797225	0.00053839621748996	0.044116042165109	1.1276261545664	1.924939608467	1.9388583137099	0.095318960604944	6.9245255103879	0.011369210488869	1.0098899455439	2.30358219247e-05	3.2326993181812e-08	0.020850613602753	0.00095380720398475	0.00095380719934132
15.872	7.1815663707687e-05	4.2019496203842e-05	9.6099002733843e-05	1.4681648687894	1.0378664198202	3.3412377034822	0.00051817005710689	0.044284605377363	1.1272904470485	1.924878352981	1.938245322694	0.092351186178868	6.9222953956702	0.011256959158829	1.0095670592365	2.1964882200104e-05	3.1737380380202e-08	0.020518013824786	0.00096606588574439	0.00096606588104124
16	7.1647972946417e-05	4.1786401430248e-05	9.5468558470933e-05	1.4683813329781	1.0377957713361	3.3413543459245	0.00051375675515034	0.044357862004672	1.1271807112066	1.9248577799979	1.9380451360012	0.091508500725034	6.9215673467863	0.011232526286783	1.0094616325005	2.1761204489995e-05	3.1574745453153e-08	0.020423477301837	0.00096982348090587	0.00096982347618441
16.2	6.6062981308001e-05	3.8329674923243e-05	9.0548673133408e-05	1.4687165383041	1.0376851625221	3.3415316613884	0.00049081332422897	0.044643853410879	1.1270088673866	1.9248245678028	1.9377320980014	0.089596164331146	6.9204293325045	0.011388352061367	1.0092967797097	2.0302209224878e-05	3.1138709013044e-08	0.020206344997152	0.00097593779834446	0.00097593779359322
16.48	6.4572976815029e-05	3.6298654985407e-05	8.659318815572e-05	1.469178646667	1.0375297911474	3.3417689643051	0.00046976682463942	0.044515108344355	1.1267674950754	1.9247755717072	1.9372933651638	0.087161033245952	6.9188358864814	0.011286718110003	1.0090657998423	1.9099950428643e-05	3.0619679227693e-08	0.019928863683676	0.00098526805235406	0.00098526804755738
16.872	6.3934250587335e-05	3.5267926079923e-05	8.3992374900181e-05	1.4698136515721	1.0373115037148	3.3420857018253	0.00045324420311087	0.044624843459498	1.1264287873912	1.9247032448865	1.936678811894	0.084186452784774	6.9166055594377	0.011172686553493	1.0087423688721	1.8302427965456e-05	3.0009504552312e-08	0.019592140324541	0.00099872366814938	0.00099872366328714
17	6.3773180459197e-05	3.5084221644237e-05	8.3472819467538e-05	1.4700186648477	1.0372400920133	3.3421863473222	0.00044960851204361	0.044683777717716	1.1263181003408	1.9246789632899	1.9364781316017	0.083317306905643	6.9158774424086	0.011147401390307	1.0086367690975	1.8148260910287e-05	2.9835215419966e-08	0.019493890719864	0.0010029726454015	0.0010029726405186
