# Time [h]	AA [g/L]	MO_AcidoLCFA [g/L]	MO_Acetic [g/L]	MO_hydroM [g/L]	MO_Propionic [g/L]	MO_acetoM [g/L]	MO_ButyricValeric [g/L]	MO_AcidoMS [g/L]	MO_AcidoAA [g/L]	Nitrogen [g/L]	SUM [g/L]
18.872	3.1950163865348e-06	0.16789105550233	0.11812444548756	0.38113718275937	0.12821428945801	0.2193639670119	0.22042320135268	0.78719579629675	0.11480828828056	0.0010930639054854	2.138254485071
19	3.1761369712149e-06	0.16790958979836	0.11811604271174	0.38114304090337	0.12820151144815	0.21935994227861	0.2204002514577	0.78711280181489	0.11479622930103	0.0011008058911318	2.138143391742
19.2	2.9635857590656e-06	0.1679375368797	0.11810286001406	0.3811510445659	0.12818151953263	0.21935339988389	0.22036437779044	0.78698309211413	0.1147773812919	0.0011139224100222	2.1379680980684
19.48	2.8347584796054e-06	0.16797425532616	0.11808427796896	0.38115957707511	0.128153478011	0.21934364166125	0.22031412786895	0.78680149328916	0.11475098652947	0.0011349222003805	2.1377195946889
19.872	2.7551463712582e-06	0.16802148689852	0.11805805669931	0.38116712974969	0.12811417367558	0.21932899883429	0.22024376750201	0.78654731746136	0.11471403648648	0.0011669676243255	2.137364690078
20	2.7371610210601e-06	0.1680360766958	0.11804945483423	0.38116873836595	0.12810133551252	0.21932402714408	0.22022079463496	0.78646433891353	0.11470197316173	0.0011774339963373	2.1372469104201
20.2	2.5623063895115e-06	0.16805758345819	0.11803594721234	0.38116983730975	0.12808125290326	0.21931594034722	0.22018488754442	0.78633465915625	0.11468311976145	0.0011949134696052	2.1370607034689
20.48	2.4554926426503e-06	0.16808470087185	0.11801688029266	0.38116814051326	0.12805309159371	0.21930387969488	0.22013459599761	0.78615310773773	0.11465671978846	0.0012222521543804	2.1367958241372
20.872	2.3859138327752e-06	0.16811748882628	0.1179899279909	0.38116038342354	0.12801362760199	0.21928576933972	0.22006418222537	0.78589899966735	0.11461976401423	0.001263218625037	2.1364157476282
21	2.3694497257222e-06	0.16812716596372	0.11798107699797	0.38115679678611	0.12800073836735	0.21927961663326	0.22004119245231	0.78581604326918	0.11460769894723	0.0012764995558863	2.1362891984227
21.2	2.2252455443217e-06	0.16814080444902	0.11796716867535	0.38114959081962	0.12798057865766	0.21926963090834	0.22000526094792	0.78568640283141	0.11458884389568	0.0012982762440423	2.1360887826746
21.48	2.1377561163392e-06	0.16815655903798	0.11794751881569	0.38113592810144	0.12795231527953	0.21925480880852	0.21995493941323	0.7855049114705	0.11456244339873	0.0013313467567971	2.1358029088385
21.872	2.0794919476339e-06	0.16817289844105	0.11791971531982	0.38111087273734	0.12791271483987	0.21923266790277	0.21988448756109	0.78525088868691	0.11452548807506	0.0013795804404927	2.1353913934963
22	2.0654149905074e-06	0.16817710515914	0.1179105798344	0.38110153563194	0.12789978187822	0.21922516830597	0.2198614857715	0.78516796015506	0.11451342325129	0.0013950200627075	2.1352541254652
22.2	1.9465769046846e-06	0.1681821664086	0.11789622254446	0.38108531572288	0.12787955617066	0.21921305703646	0.21982553716465	0.78503836747109	0.11449456941232	0.0014198275320454	2.1350365660401
22.48	1.8763380444276e-06	0.16818595349243	0.11787593987921	0.38105907705434	0.12785120541092	0.21919523873363	0.21977519516306	0.78485694730698	0.11446817199381	0.0014563002783205	2.1347259056507
22.872	1.8301226593243e-06	0.16818570936024	0.11784724937964	0.38101657831812	0.12781148812133	0.21916889690882	0.2197047178852	0.78460302522452	0.11443122189486	0.0015077808030743	2.1342784980185
23	1.8189743085982e-06	0.16818454674022	0.11783782487559	0.38100158888308	0.12779851770311	0.21916002813026	0.21968170813771	0.78452012959189	0.11441915885187	0.0015239886778583	2.1341293105659
23.2	1.7201206771908e-06	0.16818137098807	0.11782302176198	0.38097669446802	0.1277782357417	0.21914580411805	0.21964574908691	0.78439059157779	0.11440030841109	0.001549500733287	2.1338929970076
23.48	1.6643753087283e-06	0.16817404896916	0.11780213288624	0.38093874760168	0.12774981100849	0.21912511102865	0.21959539625377	0.78420925127487	0.11437391676805	0.0015858254644211	2.1335559056306
23.872	1.6294269817919e-06	0.16815906807301	0.11777262974952	0.38088068291236	0.12770999531975	0.21909491128412	0.21952490704332	0.78395544181435	0.11433697544303	0.001635378414037	2.1330716194805
24	1.6211838965999e-06	0.16815326477266	0.11776294770122	0.38086078318285	0.12769699343078	0.21908481881893	0.21950189373244	0.78387258297731	0.11432491532363	0.0016507010676875	2.1329105221914
24.2	1.6951088033916e-06	0.16814311058009	0.11774788681548	0.38082934801783	0.127676786413	0.21906936088661	0.21946605197884	0.78374318221175	0.11430607836598	0.0016725326241075	2.1326560330025
24.48	1.7182166158882e-06	0.16812664492684	0.11772694273671	0.38078451890611	0.12764870832619	0.21904837129811	0.21941606202701	0.78356209189533	0.11427971796405	0.0016993728597871	2.1322941491568
24.872	1.7136625795352e-06	0.16809996720837	0.11769766707255	0.38071929713175	0.1276095797947	0.21901918032787	0.2193462034194	0.78330864030559	0.1142428264807	0.0017327870096423	2.1317778624131
25	1.7102172066468e-06	0.16809056599664	0.11768809771826	0.38069742578035	0.12759682316122	0.2190095965173	0.21932340544934	0.78322589844106	0.11423078302521	0.0017428650841055	2.1316071713907
25.2	2.2271678938618e-06	0.16807510999509	0.1176730500566	0.38066256514264	0.12757693296139	0.21899416799213	0.21928777952292	0.783096863391	0.11421199699096	0.001758712491584	2.1313394057122
25.48	2.4301575754945e-06	0.16805194768522	0.11765178857389	0.38061221066725	0.12754917424923	0.21897164417352	0.21923791715481	0.78291641352245	0.11418574144303	0.0017813757272483	2.1309606433542
25.872	2.4723586050284e-06	0.16801712893389	0.11762181062346	0.38053925667397	0.12751039671025	0.21893909692296	0.21916814312995	0.78266387407883	0.11414901231676	0.0018116208559524	2.1304228126046
26	2.4722271438832e-06	0.16800531165234	0.11761199085327	0.38051497791497	0.12749774495921	0.21892831820264	0.21914536610874	0.78258143013511	0.11413702276987	0.0018207861381531	2.1302454209615
26.2	2.8636790304055e-06	0.16798635830398	0.11759659556387	0.38047673292552	0.12747802626651	0.21891122732482	0.21910981697553	0.78245279393905	0.11411831450395	0.0018345034309189	2.1299672329132
26.48	3.0129813173778e-06	0.16795885909055	0.11757495430211	0.38042249059557	0.12745052250208	0.21888687647722	0.21906012590746	0.78227285343946	0.1140921584991	0.0018526173253722	2.1295744711202
26.872	3.0413145596099e-06	0.16791886233897	0.11754456005446	0.38034524415985	0.12741211148391	0.21885230976855	0.21899062473686	0.78202102020281	0.11405556403459	0.0018753078974928	2.1290186459921
27	3.040513934229e-06	0.16790552355032	0.11753462045665	0.3803197601032	0.12739958025581	0.2188409465795	0.2189679390261	0.78193880672451	0.11404361815844	0.0018819997150383	2.1288358350835
