Hions_Offset = 0.1155758345125# Time [h]	Butyric -	Propionic -	Carbondioxide -	Valeric -	Acetic -	Nitrogen -	Water -	Hions -
15.48	1.3470359105412e-10	8.2939270232151e-10	3.8763690053814e-09	2.9553396438713e-11	5.2227250494273e-08	-5.6007469133372e-05	8.6565187188608e-14	0.11551988414044
15.872	1.3033543964483e-10	7.9824256947956e-10	3.8912100668854e-09	2.8179748167559e-11	5.1394503150472e-08	-5.6727297771065e-05	8.6565727335328e-14	0.115519163457
16	1.2948078937147e-10	7.9144637112946e-10	3.8976561586671e-09	2.7918531748883e-11	5.1157816579998e-08	-5.6947943404839e-05	8.6565892886808e-14	0.11551894257322
16.2	1.2280859001186e-10	7.5610463233548e-10	3.9228021168195e-09	2.6046803229651e-11	5.0614082242776e-08	-5.7306975548633e-05	8.6566162406828e-14	0.11551858297861
16.48	1.1744473810468e-10	7.2368730578628e-10	3.911509867184e-09	2.4504535947558e-11	4.9919268349447e-08	-5.7854847184814e-05	8.6566573608456e-14	0.11551803436155
16.872	1.1391856162905e-10	6.9824151782873e-10	3.9211854480086e-09	2.348161188625e-11	4.9076178711676e-08	-5.8644959676285e-05	8.6567166467223e-14	0.11551724338564
17	1.1321427970296e-10	6.9264302902872e-10	3.9263744735269e-09	2.3283902774291e-11	4.883019173894e-08	-5.8894459220115e-05	8.6567353660175e-14	0.1155169936388
17.2	1.0766903921603e-10	6.6309305969003e-10	3.9490773572891e-09	2.1861256304749e-11	4.8224071093212e-08	-5.9314347599864e-05	8.6567668851268e-14	0.1155165731305
17.48	1.0320091841643e-10	6.3597634849757e-10	3.935776265408e-09	2.0684174292301e-11	4.7432833162449e-08	-5.9985767874004e-05	8.656817275003e-14	0.11551590087293
17.872	1.0017536291324e-10	6.1430660236316e-10	3.9448895571069e-09	1.9883413137813e-11	4.6436605864113e-08	-6.0999841328318e-05	8.6568933624919e-14	0.11551488578686
18	9.9541879701316e-11	6.0940240979702e-10	3.9501902548766e-09	1.9722101856434e-11	4.6138621787578e-08	-6.1328170035851e-05	8.6569179954147e-14	0.11551455715977
18.2	9.4783314264629e-11	5.8398858716688e-10	3.9728614446463e-09	1.8604715780958e-11	4.5405983442309e-08	-6.1887660582293e-05	8.6569599897782e-14	0.11551399692799
18.48	9.0917978041558e-11	5.6051703794777e-10	3.9603446372609e-09	1.7670682383552e-11	4.4437906291728e-08	-6.2793900089436e-05	8.6570279976337e-14	0.11551308967961
18.872	8.8185191429388e-11	5.4121007197492e-10	3.9722272150966e-09	1.7009501171744e-11	4.3197659885379e-08	-6.4184609522232e-05	8.6571323410459e-14	0.11551169771911
19	8.7580641454556e-11	5.3668087209739e-10	3.9786186651883e-09	1.6868958057624e-11	4.2823264334481e-08	-6.46392181898e-05	8.6571664475064e-14	0.11551124273717
19.2	8.3416178623742e-11	5.1434648374304e-10	4.0028508860456e-09	1.5964684668958e-11	4.1939933957326e-08	-6.5409418942969e-05	8.657224251468e-14	0.11551047164993
19.48	8.0009563202995e-11	4.9359063653375e-10	3.9927998793386e-09	1.5200683964714e-11	4.0773629646695e-08	-6.664252465383e-05	8.6573167828849e-14	0.11550923734294
19.872	7.7503640579178e-11	4.7605747038831e-10	4.0094071314055e-09	1.4637713029011e-11	3.9282628968445e-08	-6.8524228927987e-05	8.657457962329e-14	0.11550735414366
20	7.6923706249052e-11	4.7181826907204e-10	4.0174422167396e-09	1.4512057631597e-11	3.8834078995653e-08	-6.9138813306187e-05	8.6575040706016e-14	0.11550673911384
20.2	7.3270578584149e-11	4.5209003772695e-10	4.0439173307144e-09	1.3766966337774e-11	3.7828161494319e-08	-7.0165206329247e-05	8.6575810959316e-14	0.11550571171726
20.48	7.0284117845486e-11	4.3375534961303e-10	4.0368363202246e-09	1.3134483440676e-11	3.651465622816e-08	-7.1770531322908e-05	8.6577015540661e-14	0.11550410504973
